id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
12232,5,3,8,130,47.6153846154,13,53,33,16,4,0,4.76153846154,2.5963714876,5,2,2,16.25,12.4272885216,7,17,0,13,0,3,0,0,0,0,0,0,2,0,5,0,0,32,5,12,0,2,4,7,0,0,5,3,3,1,6,2,0,0,2,2.3773092134,39,6.00128205128,0
12233,5,2,11,158,45.7594936709,5,73,23,11,8,2,4.57594936709,2.51693450134,8,3,2,14.5454545455,7.70317096884,6,26,1,22,0,3,0,0,1,0,2,0,0,0,11,1,0,38,5,6,0,7,2,5,0,0,0,2,2,3,14,1,0,0,1,2.49059205723,59,6.30457627119,0
12234,5,1,4,71,38.3098591549,4,21,3,1,0,0,3.83098591549,1.6034419718,2,2,2,17.75,13.2358414919,4,8,0,11,0,0,0,0,1,0,1,0,0,0,4,0,0,15,3,3,0,5,3,1,0,0,2,0,1,1,8,0,0,0,2,1.31090637776,21,4.96619047619,2.97280328703
12235,5,3,8,157,42.9299363057,6,57,20,7,4,0,4.29299363057,2.12210933555,6,3,2,19.625,14.2384821874,9,12,0,21,2,9,0,0,1,0,0,0,0,0,6,1,0,25,5,5,1,12,6,8,0,0,10,1,5,1,6,0,2,0,2,1.89100226053,66,5.38333333333,4.95467214504
12236,5,3,9,117,48.1196581197,4,56,23,12,3,1,4.81196581197,2.40664175783,5,3,0,13.0,6.74948557711,5,18,0,16,1,3,0,0,0,0,1,0,0,0,8,1,0,26,6,6,0,4,5,4,0,0,0,1,1,1,8,1,0,0,0,1.08080471775,56,6.33428571429,4.50112334897
12237,5,1,3,62,43.2258064516,8,27,9,3,1,0,4.32258064516,2.0467823092,2,1,1,20.6666666667,20.1549552771,3,8,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,18,2,3,0,2,5,4,0,0,1,0,1,0,4,1,0,0,0,1.40258600426,23,5.71173913043,2.97280328703
12238,5,1,5,66,38.1818181818,6,22,8,2,0,0,3.81818181818,2.05245886989,3,2,0,13.2,8.47112743382,2,7,1,13,0,2,0,0,0,0,0,0,0,0,5,0,0,11,1,2,0,6,0,3,0,0,1,0,1,3,6,2,0,0,0,1.71079923259,20,6.638,0.26869281647
12239,5,2,7,125,45.36,10,44,22,13,5,1,4.536,2.55754418497,4,3,3,17.8571428571,8.06099198838,9,12,0,10,0,7,0,0,0,0,0,0,0,0,11,0,0,21,5,4,0,6,4,5,0,0,1,5,0,2,10,1,1,0,3,1.53039631196,45,6.53488888889,0.537385632941
12240,5,3,15,179,47.7653631285,14,80,43,18,2,2,4.77653631285,2.4735243615,9,2,0,12.0,5.22812904712,6,18,0,17,3,5,0,0,2,0,2,0,0,0,13,1,0,22,14,11,0,9,7,9,0,0,9,3,4,2,16,1,0,0,3,3.01355867589,78,5.60935897436,0.806078449411
12241,5,4,11,176,43.9204545455,9,68,34,11,0,0,4.39204545455,2.16194206826,9,3,1,16.0,7.36082999273,6,18,1,18,2,4,0,0,1,0,2,0,0,0,12,2,0,24,11,8,0,18,9,10,0,0,13,0,2,4,7,0,0,0,1,2.69611245622,66,5.41606060606,4.95467214504
12242,5,4,10,241,50.1244813278,19,107,71,28,12,0,5.01244813278,2.68247604494,9,6,2,24.1,14.9963328851,2,25,0,29,5,7,0,0,3,0,1,0,0,0,4,2,0,47,15,14,0,12,14,11,0,0,7,3,5,3,15,7,1,0,5,3.39116714335,103,5.75194174757,10.1275275352
12243,5,3,10,166,46.686746988,8,68,43,10,1,0,4.6686746988,2.32088946956,9,4,1,16.6,7.33757453114,11,15,0,18,0,4,0,0,0,0,1,0,0,0,15,1,0,29,9,7,0,8,14,6,0,0,7,1,3,2,9,0,1,0,2,2.35379108489,55,6.03927272727,9.59014190225
12244,5,4,13,201,44.2786069652,15,80,27,14,4,0,4.42786069652,2.17163991041,10,5,1,15.4615384615,7.42775858743,2,29,0,35,2,1,0,0,0,0,2,0,0,0,17,0,0,30,10,12,0,5,5,15,0,0,16,1,2,1,13,0,2,0,7,3.48681485191,85,5.98152941176,0.403039224706
12245,5,1,9,114,44.3859649123,10,45,22,7,2,0,4.43859649123,2.33114764444,4,3,1,13.0,9.43986817234,4,17,0,17,0,0,0,0,0,0,1,0,1,0,5,0,0,22,3,7,0,8,3,5,1,0,5,1,6,0,10,0,1,0,0,2.8998215005,43,6.55395348837,0
12246,5,2,9,122,43.0327868852,6,47,22,3,0,0,4.30327868852,2.01600760961,7,2,0,13.5555555556,6.20234921642,4,13,0,17,0,2,0,0,0,0,1,0,1,0,3,0,0,28,2,2,0,10,2,6,0,0,10,1,3,0,12,2,1,0,2,2.22069312594,42,5.72095238095,0.403039224706
12247,5,3,9,168,42.5595238095,5,61,29,7,2,1,4.25595238095,2.19688681147,8,5,2,18.6666666667,8.27311576399,9,14,0,22,3,4,0,0,1,0,0,0,1,0,8,0,0,29,4,3,0,16,2,10,0,0,15,3,5,2,6,2,2,0,1,3.82203033226,61,5.72098360656,0
12248,5,2,14,218,44.7247706422,9,80,43,14,5,2,4.47247706422,2.39847768769,9,5,2,15.5714285714,9.89743318611,9,33,0,27,2,4,0,0,2,0,0,0,0,0,12,0,0,45,14,1,0,14,9,8,0,0,11,3,5,3,9,1,0,0,4,3.26547668275,95,5.98642105263,0
12249,5,1,2,24,39.1666666667,2,6,2,2,0,0,3.91666666667,1.93180849412,1,1,0,12.0,12.0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,2,0,3,0,0,1,0,1,0,1,0,0,0,0,0.243045396125,9,5.80444444444,0
12250,5,2,4,76,42.5,13,31,10,3,2,1,4.25,2.22785397487,3,3,1,19.5,11.5433963806,3,6,0,12,0,2,0,0,0,0,4,0,0,0,6,1,0,6,4,23,0,1,1,3,0,0,6,0,2,1,4,0,0,0,1,2.34585457014,16,5.72,0
12251,5,3,7,200,40.4,8,59,21,6,2,0,4.04,1.85894550538,6,5,4,28.5714285714,17.6137701234,5,22,0,26,4,5,0,0,0,0,0,0,1,0,13,0,0,34,5,6,0,16,9,17,0,0,4,2,0,7,10,0,1,0,4,4.81126642552,74,5.52986486486,0.940424857647
12252,5,3,12,157,46.3057324841,9,70,34,13,2,1,4.63057324841,2.38931012521,8,5,1,13.0833333333,10.0785112437,8,22,0,24,0,3,0,0,1,0,0,0,0,0,10,0,0,29,7,9,0,7,5,6,0,0,11,5,4,2,2,2,1,0,0,3.35648590943,64,6.57390625,0.403039224706
12253,5,3,10,104,46.8269230769,6,43,23,8,1,0,4.68269230769,2.29927984959,3,2,0,10.4,6.45290632196,4,8,0,13,3,2,0,0,0,0,0,0,0,0,8,0,0,22,4,4,0,6,10,8,0,0,6,0,1,3,1,0,0,0,1,2.01015041917,43,5.6723255814,3.96373771603
12254,5,1,7,49,44.8979591837,5,19,9,5,1,0,4.48979591837,2.38154754466,0,0,0,7.0,3.42261387163,2,5,0,6,0,1,0,0,0,0,0,0,1,0,3,2,0,8,4,3,0,2,0,1,0,0,2,4,1,2,3,0,0,0,0,0.831659854759,18,5.37333333333,0.26869281647
12255,5,2,7,133,44.2105263158,17,48,23,10,0,0,4.42105263158,2.13275510505,5,4,3,19.0,10.7038043971,5,19,1,19,1,4,0,0,0,0,0,0,0,0,11,2,0,21,11,0,0,5,1,7,1,0,4,0,1,8,1,3,0,0,0,2.57530221779,51,5.48882352941,0.26869281647
12256,5,4,6,199,47.8391959799,11,86,48,26,4,1,4.78391959799,2.57386686131,5,4,3,33.1666666667,25.6152081563,13,22,0,27,3,3,0,0,1,0,2,0,0,0,7,1,0,33,13,13,1,8,5,10,0,0,9,2,4,1,7,0,0,0,9,3.33873729574,76,6.43736842105,4.50112334897
12257,5,3,8,80,46.5,3,34,14,7,1,0,4.65,2.289768105,4,0,0,10.0,5.17204021639,5,11,0,8,0,1,0,0,0,0,0,0,0,0,6,1,0,15,3,1,0,2,2,8,0,0,3,5,4,1,2,0,1,0,1,1.63227883358,36,5.20972222222,0
12258,5,1,3,34,37.6470588235,0,8,3,2,0,0,3.76470588235,2.06057984675,1,1,0,11.3333333333,10.3387082795,1,6,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,8,1,0,0,1,0,2,1,0,0,0,0,0,4,0,0,0,2,1.05832469029,11,6.34909090909,0
12259,5,2,8,75,42.9333333333,6,30,11,3,1,0,4.29333333333,2.18578536404,4,0,0,9.375,4.18143217092,3,12,1,11,0,1,0,0,0,0,4,0,1,0,4,0,0,14,1,1,0,5,2,1,0,0,1,4,0,2,6,0,0,0,1,1.4247997265,21,5.72619047619,0
12260,5,2,3,81,42.5925925926,7,30,17,7,0,0,4.25925925926,2.28461034849,2,2,1,27.0,22.9056033901,5,7,1,9,0,0,0,0,0,0,0,0,0,0,3,0,0,13,2,1,0,10,3,7,0,0,5,2,1,1,9,1,0,0,2,1.51353588025,23,5.81782608696,2.97280328703
12261,5,3,6,149,47.1812080537,8,59,35,18,4,1,4.71812080537,2.57870839478,5,3,3,24.8333333333,17.1407571465,8,17,1,18,1,4,0,0,0,0,1,0,1,0,7,1,0,28,8,6,0,7,6,4,0,0,1,4,3,4,8,1,1,0,5,1.92687635106,55,6.22236363636,0
12262,5,2,6,95,42.6315789474,8,32,19,5,1,0,4.26315789474,2.32566863557,4,3,1,15.8333333333,10.5105766836,4,5,0,16,0,3,0,0,0,0,0,0,3,0,5,0,0,12,3,8,0,10,4,5,0,0,6,1,1,0,6,0,0,0,2,2.25960312651,30,6.21366666667,2.97280328703
12263,5,4,18,250,45.6,8,107,50,17,5,0,4.56,2.30382953408,12,3,3,13.8888888889,8.74889763779,6,32,0,24,2,5,0,0,2,0,1,0,0,0,16,1,0,42,17,5,0,14,12,16,0,0,14,5,2,5,16,0,2,0,7,4.5678186877,104,5.56317307692,4.95467214504
12264,5,2,5,137,41.0218978102,16,49,18,6,3,0,4.10218978102,2.12576862062,4,3,2,28.0,17.1230838344,3,18,2,15,3,1,0,0,0,0,2,0,0,0,10,0,0,24,8,9,0,11,9,7,0,0,7,1,0,4,6,0,0,0,2,3.24373980028,40,5.1105,7.92747543207
12265,5,2,5,101,42.7722772277,3,36,13,6,0,0,4.27722772277,1.9601980098,4,3,1,20.2,6.79411510059,3,13,1,13,2,2,0,0,0,0,2,0,0,0,4,1,0,15,5,2,0,8,3,2,0,0,5,3,0,2,6,0,2,0,4,1.13696264129,43,5.77604651163,3.37584251173
12266,5,2,7,124,44.435483871,5,51,27,6,2,0,4.4435483871,2.25346136412,6,3,2,17.7142857143,10.2080400485,3,22,2,19,1,2,0,0,0,0,0,0,0,0,5,0,0,29,5,3,0,2,3,5,0,0,1,5,1,6,5,0,0,0,3,2.299813554,42,6.03023809524,0.537385632941
12267,5,2,6,85,42.9411764706,4,32,13,2,1,0,4.29411764706,2.02850830375,4,2,1,14.1666666667,9.04464236748,3,9,0,10,2,1,0,0,0,0,0,0,0,0,5,0,0,11,4,4,0,6,5,3,0,0,2,1,3,3,8,0,0,0,3,1.94673157948,34,5.90323529412,0
12268,5,2,6,96,44.375,12,37,20,7,0,0,4.4375,2.20913176563,5,2,1,16.0,9.01849950565,2,11,0,16,1,1,0,0,0,0,1,0,1,0,5,0,0,16,4,10,0,6,4,3,0,0,8,1,0,0,5,0,0,0,1,2.24678476857,39,5.69282051282,0
12269,5,4,11,232,48.8793103448,17,103,56,24,3,0,4.88793103448,2.34390266085,10,5,5,21.0909090909,13.2009265891,12,28,0,34,1,2,0,0,1,0,0,0,1,0,15,1,0,56,15,7,1,8,6,11,0,0,11,5,2,2,10,1,0,0,4,2.8448137489,91,5.90483516484,0
12270,5,4,15,307,46.6123778502,31,135,65,29,6,1,4.66123778502,2.44466120301,14,9,5,20.7333333333,10.279213113,9,17,0,19,1,4,0,0,3,0,2,0,0,0,10,0,0,29,7,9,0,10,9,8,0,0,5,2,3,1,12,1,1,0,6,8.36425866312,104,5.90740384615,11.8912131481
12271,5,1,4,44,40.4545454545,0,14,4,0,0,0,4.04545454545,1.59875744564,2,1,0,11.0,7.90569415042,0,5,0,8,1,1,0,0,1,0,0,0,0,0,1,0,0,8,2,0,0,5,1,2,0,0,3,2,0,1,2,0,0,0,0,0.425891837295,21,5.34666666667,0.134346408235
12272,5,3,12,191,45.5497382199,8,75,42,17,2,0,4.55497382199,2.38765771027,9,4,1,15.9166666667,7.27390694347,3,27,0,25,1,8,0,0,1,0,3,0,1,0,14,1,0,36,9,7,1,5,6,7,0,1,7,5,5,4,8,1,1,0,1,4.26742836798,71,5.79323943662,3.96373771603
12273,5,4,11,201,42.3880597015,3,70,35,9,1,0,4.23880597015,2.11487270708,8,2,1,18.2727272727,16.863575104,9,31,0,30,2,7,0,0,0,0,3,0,0,0,9,0,0,39,13,3,0,8,7,6,0,0,13,6,3,2,2,1,0,0,2,4.00604685939,65,5.816,6.61733861523
12274,5,0,6,81,42.5925925926,7,31,13,2,0,0,4.25925925926,1.96709034984,5,1,0,13.5,6.99404508612,5,9,0,8,1,1,0,0,0,0,0,0,1,0,1,0,0,14,5,7,0,3,4,2,0,0,1,5,1,1,8,0,1,0,2,1.70528761465,20,4.888,2.97280328703
12275,5,1,4,72,40.5555555556,3,22,11,4,0,0,4.05555555556,2.09552769171,3,2,1,18.0,14.7139389696,4,8,0,9,2,3,0,0,0,0,0,0,0,0,3,0,0,11,3,1,1,5,4,3,0,0,2,1,1,2,2,0,0,0,3,1.79920192978,22,6.15409090909,0.26869281647
12276,5,1,11,166,47.3493975904,13,72,42,14,3,0,4.73493975904,2.27281343393,9,3,1,15.5454545455,8.22815163563,8,24,0,21,3,1,0,0,4,0,0,0,0,0,7,0,0,34,12,6,0,8,7,8,0,0,7,2,3,2,10,1,2,0,2,2.57231284616,69,5.84289855072,0.806078449411
12277,5,1,7,79,42.2784810127,5,23,9,5,0,0,4.22784810127,1.88753921398,4,1,0,11.2857142857,5.99319341812,8,9,1,12,0,1,0,0,0,0,0,0,0,0,2,0,0,17,2,4,0,5,3,3,0,0,8,0,1,0,0,0,1,0,0,0.892131896136,27,5.06296296296,2.97280328703
12278,5,2,10,182,42.6923076923,4,56,20,8,3,0,4.26923076923,1.93514699187,9,3,3,18.2,9.50578771065,9,14,0,20,3,2,0,0,0,0,1,0,0,0,5,0,0,25,6,4,0,25,9,14,1,0,5,6,2,16,7,0,1,0,2,3.34380721574,84,5.01464285714,0
12279,5,2,3,53,40.1886792453,11,17,8,0,0,0,4.01886792453,1.80267499991,2,2,0,17.6666666667,6.34209919681,1,4,0,8,1,1,0,0,0,0,0,0,1,0,4,2,0,8,2,4,0,1,5,2,0,0,2,0,1,1,3,0,1,0,1,1.38100039969,18,5.12833333333,0
12280,5,2,7,121,42.3966942149,13,45,13,5,1,0,4.23966942149,1.89747548684,6,5,1,17.2857142857,8.36172035809,2,15,0,16,3,2,0,0,0,0,0,0,0,0,1,1,0,18,4,21,0,9,6,7,0,0,5,0,3,1,6,0,0,0,7,2.09377378831,48,5.42083333333,2.97280328703
12281,5,3,13,139,42.5179856115,5,50,23,8,0,0,4.25179856115,2.1199313811,7,1,1,10.6923076923,9.01609343499,4,13,0,21,1,4,0,0,0,0,1,0,0,0,4,2,0,22,9,5,0,14,8,8,0,0,10,2,1,2,6,1,0,0,1,2.55964286805,58,5.69413793103,3.96373771603
12282,5,3,8,171,43.4502923977,8,70,28,11,3,0,4.34502923977,2.23691393883,6,5,4,21.375,12.2263802902,15,13,0,21,0,4,0,0,0,0,2,0,0,0,9,0,0,25,6,8,0,13,6,14,0,0,15,3,4,2,2,2,2,0,3,2.74676520763,60,5.56233333333,2.97280328703
12283,5,2,9,94,46.2765957447,4,40,19,6,1,0,4.62765957447,2.21909621511,5,1,0,10.4444444444,5.1878300133,1,13,0,10,0,1,0,0,0,0,0,0,0,0,8,0,0,17,7,1,0,8,5,4,0,0,7,0,1,0,8,0,0,0,2,1.01403372072,36,6.58361111111,4.50112334897
12284,5,2,9,112,46.1607142857,3,47,21,6,2,1,4.61607142857,2.17788034696,6,2,0,12.4444444444,5.87104213939,6,13,0,12,0,4,0,0,1,0,0,0,0,0,9,0,0,21,7,1,0,6,5,6,0,0,7,0,4,1,6,0,0,0,1,1.3649375263,54,5.85648148148,4.95467214504
12285,5,1,5,82,45.0,5,33,14,5,2,1,4.5,2.24020501707,3,2,2,16.4,14.3471251476,3,8,0,9,0,1,0,0,0,0,1,0,1,0,2,0,0,15,3,4,0,7,5,4,0,0,3,1,1,3,5,1,0,0,5,0.878079908194,31,5.41064516129,4.95467214504
12286,5,1,1,29,42.7586206897,4,11,3,1,0,0,4.27586206897,1.86885281321,1,1,1,29.0,0.0,2,2,0,3,0,0,0,1,1,0,1,0,0,0,2,0,0,6,0,3,0,1,0,1,0,0,3,1,0,0,1,0,1,0,0,0.594042299887,10,5.235,0
12287,5,2,9,116,45.9482758621,9,46,27,10,0,0,4.59482758621,2.27262900156,6,2,0,13.0,6.53197264742,3,15,0,14,1,4,0,0,2,0,0,0,0,0,5,3,0,21,9,8,0,9,5,1,0,0,3,0,1,5,5,0,0,0,1,2.80281279244,49,5.63428571429,0.537385632941
12288,5,1,6,74,44.5945945946,7,29,16,4,0,0,4.45945945946,2.20950120937,5,0,0,12.3333333333,5.87839736285,4,7,0,10,0,2,0,1,0,0,0,0,0,0,6,0,0,13,4,8,0,0,4,5,0,0,5,0,2,1,3,0,0,0,4,1.2515640379,23,5.83260869565,3.2414961035
12289,5,1,3,40,40.25,1,13,5,2,1,0,4.025,2.28133451723,2,1,0,13.3333333333,9.9777530314,2,6,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0,4,1,0,0,0,3,0,0,0,3,0,0,0,3,0.891710927734,15,6.23933333333,0.26869281647
12290,5,3,9,159,44.5283018868,11,56,26,13,1,0,4.45283018868,2.21244498811,7,5,1,17.6666666667,9.48683298051,8,19,1,18,1,4,0,0,0,0,2,0,0,0,7,0,0,30,6,3,0,7,7,8,0,0,11,7,2,1,10,0,1,0,0,2.05146896671,71,5.61732394366,0.403039224706
12291,5,3,10,138,44.4927536232,20,61,22,9,0,0,4.44927536232,2.07899633199,8,2,1,13.8,7.35934779719,3,20,1,12,0,3,0,0,0,0,2,0,0,0,6,0,0,30,4,28,0,5,2,2,0,0,5,0,3,4,8,4,0,0,2,3.38937699209,40,5.40825,0
12292,5,1,5,71,40.4225352113,1,25,8,2,1,0,4.04225352113,1.99597179853,2,2,1,14.2,11.3736537665,2,13,0,9,2,1,0,0,0,0,0,0,0,0,4,1,0,12,3,0,0,4,3,3,0,0,2,1,0,2,4,0,0,0,3,1.59703976728,28,5.83321428571,2.97280328703
12293,5,2,9,169,42.426035503,10,56,24,8,1,0,4.2426035503,2.0514995306,6,6,3,18.7777777778,10.7473798127,8,21,0,17,3,7,0,0,1,0,1,0,0,0,12,1,0,27,7,8,0,13,2,8,1,0,8,1,2,5,4,1,2,0,2,2.02389943321,72,5.28444444444,0
12294,5,0,5,87,39.0804597701,3,23,7,0,0,0,3.90804597701,1.58211062963,3,3,2,17.4,13.7346277707,6,5,0,9,3,1,0,0,0,0,0,0,1,0,1,1,0,12,2,0,0,14,2,9,0,0,1,0,0,7,3,0,3,0,0,1.56947866867,34,5.20911764706,0
12295,5,3,9,154,42.2727272727,4,59,20,9,2,0,4.22727272727,2.17689209196,7,3,1,17.1111111111,10.4077369132,8,21,0,18,2,4,0,0,0,0,1,0,2,0,9,0,0,31,2,3,0,12,5,9,0,0,16,4,0,0,0,0,0,0,2,2.74810485259,60,5.95733333333,0.671732041176
12296,5,4,12,193,42.9533678756,3,70,33,9,4,0,4.29533678756,2.28920223903,7,6,3,16.0833333333,12.8092306127,10,30,0,30,2,5,0,0,1,0,0,0,0,0,11,0,0,29,13,2,0,17,6,7,0,0,9,5,1,0,9,1,0,0,1,2.69852025343,73,5.43630136986,0
12297,5,3,17,218,49.7247706422,19,101,61,28,8,2,4.97247706422,2.68794446535,8,5,3,12.8235294118,12.3251788872,8,18,1,24,1,8,0,0,1,0,0,0,0,0,19,1,0,33,18,14,0,6,16,15,0,0,10,2,2,2,6,0,3,0,3,3.60035546652,91,5.81857142857,0.671732041176
12298,5,1,4,92,43.2608695652,2,38,13,4,1,0,4.32608695652,2.06546004056,2,2,1,23.0,25.1694258973,3,12,0,14,2,2,0,0,1,0,1,0,0,0,3,0,0,15,6,1,0,6,2,5,0,0,4,3,3,3,4,4,0,0,0,2.01262726293,43,5.8411627907,0
12299,5,4,17,263,48.2509505703,5,114,62,31,5,0,4.82509505703,2.50492215648,12,5,2,15.4705882353,7.212062176,14,29,0,36,3,7,0,0,0,0,2,0,2,0,9,0,0,65,14,0,0,9,10,12,0,0,5,7,4,6,17,2,2,0,2,3.47495664337,109,6.24935779817,0.537385632941
12300,5,2,6,103,43.0097087379,4,41,20,3,1,0,4.30097087379,2.14583477726,5,3,1,17.1666666667,10.1885011437,4,13,0,13,3,2,0,0,1,0,0,0,1,0,0,1,0,19,1,1,0,8,1,4,0,0,4,5,2,2,12,0,0,0,4,2.46201247461,38,5.86131578947,0.403039224706
12301,5,1,7,94,44.6808510638,12,36,17,5,0,0,4.46808510638,2.24184125391,5,2,0,13.4285714286,7.0479407906,2,10,0,15,0,2,0,0,0,0,4,0,0,0,7,1,0,17,3,13,2,5,3,2,0,0,6,0,1,3,0,0,0,0,0,3.47316856091,37,5.76459459459,0
12302,5,2,7,117,46.4957264957,12,49,31,13,4,0,4.64957264957,2.6823697684,4,3,2,16.7142857143,11.322724126,9,10,1,16,1,1,0,0,0,0,0,0,0,0,6,0,0,20,6,11,0,7,7,7,0,0,2,2,1,2,6,1,0,0,2,1.97531958967,37,5.90459459459,3.96373771603
12303,5,3,7,116,45.1724137931,5,45,26,8,1,0,4.51724137931,2.29359318868,5,3,1,16.7142857143,8.32748093817,3,16,0,21,0,1,0,0,0,0,1,0,0,0,7,0,0,21,5,4,0,9,3,1,0,0,14,1,4,2,3,2,0,0,0,2.43484023015,45,6.46044444444,0.537385632941
12304,5,1,8,69,37.6811594203,0,16,11,0,0,0,3.76811594203,1.8080288872,3,0,0,8.625,4.76805778069,3,10,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,13,2,0,0,9,2,1,0,0,4,1,0,3,7,0,0,0,0,3.02376793629,23,4.88652173913,0.403039224706
12305,5,3,8,147,45.9863945578,12,53,28,20,7,2,4.59863945578,2.71389086289,7,4,2,18.375,8.84501978517,6,12,1,14,3,3,0,0,0,0,0,0,1,0,9,0,0,20,5,6,0,16,6,11,0,0,5,4,4,4,9,1,0,0,4,4.01109183843,50,5.4278,2.97280328703
12306,5,2,4,51,42.7450980392,4,20,9,0,0,0,4.27450980392,1.87700219896,2,1,1,13.0,11.2915897906,3,9,0,5,1,2,0,0,0,0,0,0,1,0,3,0,0,7,3,3,0,4,1,1,0,0,1,0,0,1,5,1,0,0,0,1.0092320475,20,6.33,0.403039224706
12307,5,1,18,211,40.4739336493,11,76,20,5,1,0,4.04739336493,1.81727958164,11,3,1,11.7222222222,7.13213039355,13,24,2,24,0,15,0,0,0,0,1,0,0,0,10,0,0,33,7,8,0,17,5,9,1,0,3,7,0,9,10,1,3,0,3,2.75799581291,71,5.49873239437,0
12308,5,2,7,94,45.7446808511,5,36,21,5,1,0,4.57446808511,2.22637832964,5,2,0,13.4285714286,7.06818107249,6,10,0,8,0,2,0,0,0,0,1,0,0,0,3,1,0,19,5,5,0,5,6,4,0,0,2,3,1,0,7,0,1,0,4,1.39139278935,43,6.27651162791,6.34864579876
12309,5,3,13,198,45.7575757576,9,89,42,13,4,0,4.57575757576,2.28697885119,10,4,2,15.2307692308,10.0011833619,7,23,1,31,0,2,0,0,0,0,0,0,0,0,15,0,0,31,14,9,0,7,8,8,0,0,11,5,7,2,11,2,0,0,5,3.65348062384,75,5.68573333333,0
12310,5,3,15,195,43.5897435897,3,69,27,15,3,0,4.35897435897,2.17159710678,10,4,0,13.0,6.71317113343,8,26,3,18,4,6,0,0,1,0,1,0,0,0,11,0,0,41,6,1,1,15,4,10,1,0,4,4,1,9,10,0,1,0,4,3.29594332948,82,5.31841463415,0
12311,5,2,2,28,41.4285714286,2,9,6,1,0,0,4.14285714286,2.01318405838,1,1,1,14.0,14.0,1,3,0,3,0,1,0,0,0,0,0,0,1,0,2,1,0,5,1,1,0,0,2,2,0,0,2,0,0,1,0,0,0,0,1,0.596206032858,8,4.9525,0.134346408235
12312,5,2,6,180,43.2777777778,20,68,25,13,2,0,4.32777777778,2.18637363481,6,5,4,30.0,10.3601801786,7,21,0,20,2,6,0,0,0,0,1,0,1,0,11,0,0,31,4,20,0,9,2,8,1,0,8,7,3,4,2,0,0,0,8,4.02832962458,56,5.48053571429,0
12313,5,3,12,173,43.4682080925,14,63,31,10,1,0,4.34682080925,2.21935297433,10,3,0,14.4166666667,6.49946579001,5,16,0,18,5,3,0,0,0,0,1,0,0,0,12,1,0,21,12,8,0,16,11,9,1,0,5,3,4,3,9,0,2,0,4,3.71870682863,74,5.5877027027,7.74261945247
12314,5,2,8,78,49.8717948718,4,33,22,10,3,1,4.98717948718,2.46794298774,3,1,0,9.75,6.09815545883,6,3,1,9,0,2,0,0,0,0,0,0,0,0,4,0,0,9,6,6,0,8,7,2,0,0,8,0,1,2,1,0,2,0,0,0.455588862673,34,5.11852941176,3.96373771603
12315,5,3,13,126,43.3333333333,6,49,17,5,1,0,4.33333333333,1.95140974682,6,1,0,9.69230769231,4.5806384403,6,15,1,11,0,3,0,0,0,0,1,0,0,0,16,0,0,20,10,13,0,3,3,7,0,0,9,4,4,0,1,0,1,0,0,2.20091226838,53,6.02169811321,0.806078449411
12316,5,2,5,80,44.625,7,28,14,6,1,0,4.4625,2.24422606546,4,2,1,16.4,10.8369737473,4,4,0,7,2,4,0,0,0,0,0,0,3,0,4,0,0,7,7,5,0,6,4,5,0,0,10,2,0,2,0,0,1,0,1,1.67756061637,36,5.32722222222,0
12317,5,1,8,125,42.72,10,46,18,11,1,1,4.272,2.26607519165,5,2,2,15.75,9.10700280004,4,8,0,9,0,1,0,0,0,0,1,0,1,0,6,0,0,11,1,5,1,4,3,2,0,0,3,1,1,0,6,0,0,0,1,4.4376274936,47,5.80276595745,4.36677694074
12318,5,3,9,154,40.0649350649,4,51,19,4,1,0,4.00649350649,2.02435095141,8,4,2,17.1111111111,8.17101169371,2,19,1,23,1,3,0,0,0,0,0,0,2,0,9,0,0,26,6,2,0,16,6,5,0,0,11,8,1,2,6,1,2,0,1,4.38638623635,58,5.79431034483,0.537385632941
12319,5,1,6,81,42.7160493827,6,33,10,3,2,1,4.27160493827,2.0857393514,3,1,1,13.8333333333,9.78803124002,6,11,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,17,2,2,0,5,4,4,0,0,2,1,1,2,5,1,0,0,1,1.54065137588,30,5.21133333333,2.97280328703
12320,5,1,5,85,41.1764705882,4,26,11,5,2,1,4.11764705882,2.26994737041,4,2,1,17.0,10.256705124,3,9,0,10,2,2,0,0,0,0,0,0,0,0,3,0,0,10,5,0,0,11,2,5,0,0,4,0,2,4,8,0,0,0,2,1.09699923257,34,5.63058823529,0.26869281647
