id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_conj,pos_misc,pos_adj,pos_noun,pos_prep,pos_adv,pos_vrb,pos_wh,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
6374,3,2,7,155,39.6129032258,4,42,20,5,1,0,3.96129032258,1.95030424189,6,4,3,22.1428571429,12.7998724483,35,1,7,28,21,8,29,3,2.8035281651,61,4.96393442623,0
6375,3,1,5,65,43.8461538462,4,24,14,4,1,0,4.38461538462,2.28235286829,1,1,1,13.0,12.5379424149,22,0,1,18,6,2,8,2,0.838466763197,20,5.848,3.46791920829
6376,3,2,9,104,43.0769230769,4,40,18,6,1,0,4.30769230769,2.21239633327,5,1,0,11.6666666667,6.01849002842,27,1,5,19,7,2,12,3,1.74186431726,35,6.04914285714,0.917492313324
6377,3,3,13,218,43.8532110092,17,92,38,13,3,0,4.38532110092,2.2449462214,11,6,2,17.0,8.69128652953,17,1,6,10,9,3,12,1,3.81724161232,78,5.41192307692,3.80834355476
6378,3,3,12,177,43.2768361582,9,68,28,9,3,1,4.32768361582,2.31471865348,8,5,1,14.9166666667,7.94206452309,42,1,5,28,9,2,20,2,3.99057393713,58,5.89431034483,0
6379,3,3,8,166,47.1084337349,8,78,37,14,4,0,4.71084337349,2.4072119947,7,5,3,20.875,9.95536915438,28,0,3,29,1,6,7,0,2.26859653949,61,6.2268852459,1.22332308443
6380,3,1,5,88,41.25,2,32,11,1,0,0,4.125,1.69388691286,4,3,1,17.6,10.3266645147,30,3,7,22,4,6,12,1,0.847874658892,30,5.371,3.80834355476
6381,3,3,10,162,41.3580246914,7,57,24,7,0,0,4.13580246914,2.05062079023,8,3,2,16.2,6.88186021363,48,0,5,28,11,9,22,2,3.22653564426,61,5.52967213115,0
6382,3,1,5,43,42.7906976744,0,18,8,0,0,0,4.27906976744,1.86860759716,1,0,0,8.6,5.71314274283,13,3,1,15,4,1,6,0,0.750521138541,17,5.39764705882,0
6383,3,2,7,101,43.1683168317,3,36,20,3,0,0,4.31683168317,2.04905194209,6,1,1,14.4285714286,7.22806322324,29,2,5,14,2,4,7,0,1.39105280671,41,5.89048780488,1.90417177738
6384,3,3,11,159,41.8867924528,9,59,25,4,0,0,4.18867924528,1.88656076915,6,3,2,14.4545454545,8.29417798397,58,3,10,42,9,8,21,3,2.15023776876,64,5.60609375,1.22332308443
6385,3,2,9,93,41.8279569892,7,33,13,6,1,0,4.18279569892,2.1261632957,3,1,0,10.3333333333,4.9888765157,23,1,5,21,7,2,13,2,1.51108160785,33,5.81090909091,2.85625766607
6386,3,2,13,184,41.902173913,11,62,31,8,2,1,4.1902173913,2.18081850492,8,5,1,14.1538461538,7.98889762152,39,1,7,27,16,9,28,2,4.26308216771,59,5.81779661017,11.4250306643
6387,3,3,9,151,44.6357615894,5,64,33,6,1,0,4.46357615894,2.1502707874,8,5,1,16.7777777778,7.75711541143,35,1,10,27,8,7,12,2,2.65168653539,56,6.13928571429,1.22332308443
6388,3,3,9,174,44.1379310345,9,69,36,11,1,0,4.41379310345,2.19853721279,8,3,2,19.4444444444,15.2250605626,30,0,8,17,5,7,10,0,3.00891368601,56,5.83928571429,5.3374974103
6389,3,2,9,132,44.7727272727,9,62,28,5,0,0,4.47727272727,2.12389498558,6,3,2,14.8888888889,10.2028802518,18,0,1,15,2,3,7,1,2.07780870636,53,6.09132075472,0
6390,3,2,8,90,43.6666666667,3,37,17,4,0,0,4.36666666667,2.10109655694,4,1,0,11.25,6.77772085586,16,0,3,7,7,5,11,1,1.84938685049,36,5.92833333333,0
6391,3,1,5,59,43.2203389831,2,24,11,1,0,0,4.32203389831,1.92479894128,3,1,0,12.0,7.12741187248,11,0,3,8,0,1,4,0,0.840046036482,24,5.68166666667,2.8216640907
6392,3,3,12,187,43.5294117647,13,68,40,7,0,0,4.35294117647,2.09030774391,9,3,1,16.0,8.68907359849,25,0,3,16,5,0,8,0,3.00286733363,62,6.09193548387,5.94915895252
6393,3,1,5,65,40.6153846154,1,21,11,0,0,0,4.06153846154,1.89470415795,4,0,0,13.0,6.57267069006,17,1,1,9,4,4,7,1,1.17247400013,22,5.78090909091,0
6394,3,1,1,10,45.0,1,4,2,1,0,0,4.5,2.27303028283,0,0,0,10.0,0.0,3,0,0,2,1,0,3,0,0.0539502561091,4,5.6125,0
6395,3,2,5,87,40.1149425287,3,28,12,0,0,0,4.01149425287,1.74871549452,4,3,2,17.4,10.4995237987,23,0,7,19,3,0,5,0,1.47853913379,31,5.98161290323,0
6396,3,3,11,184,47.0652173913,9,77,46,15,4,1,4.70652173913,2.34480261664,10,5,1,16.7272727273,7.26249279882,29,0,5,22,7,7,19,1,2.63427395922,84,6.05678571429,5.64332818141
6397,3,2,8,92,48.4782608696,13,42,25,5,0,0,4.84782608696,2.05920491756,5,0,0,11.625,5.49857936198,13,0,2,9,2,0,5,1,1.02191533596,39,6.11205128205,1.22332308443
6398,3,2,9,93,43.1182795699,9,34,18,5,2,0,4.31182795699,2.24566487987,4,1,0,10.4444444444,5.81398908976,21,0,3,14,3,2,7,0,2.11521752655,29,5.70137931034,0
6399,3,2,5,59,47.9661016949,1,28,17,4,0,0,4.79661016949,2.11545756864,4,1,0,11.8,7.3047929471,21,0,4,15,3,0,13,2,0.465194116968,27,5.94185185185,0.611661542216
6400,3,2,5,89,41.3483146067,5,30,14,3,1,1,4.13483146067,2.25222622812,4,2,2,17.8,10.796295661,14,0,1,13,5,2,6,1,1.44337718203,27,6.15481481481,0
6401,3,2,5,63,42.0634920635,6,24,10,2,0,0,4.20634920635,2.00932286908,3,1,0,12.6,7.5789181286,12,0,2,5,7,3,15,1,1.02950918195,21,5.52571428571,2.85625766607
6402,3,2,8,70,44.1428571429,2,28,14,4,0,0,4.41428571429,2.19678854631,3,0,0,8.75,4.84122918276,19,1,5,14,2,3,10,0,0.927374731758,26,5.29923076923,4.42000509698
6403,3,0,2,28,39.6428571429,1,9,3,0,0,0,3.96428571429,1.6438920136,1,1,1,14.0,14.0,6,0,3,6,6,1,6,0,1.2022347901,12,4.86666666667,0.95208588869
6404,3,1,6,102,45.6862745098,7,48,24,5,3,0,4.56862745098,2.42311396054,5,3,1,17.0,8.73689494805,23,0,5,10,3,3,7,2,2.08397910706,32,5.7871875,0.917492313324
6405,3,3,7,102,36.6666666667,0,26,5,1,0,0,3.66666666667,1.57538826478,5,2,1,14.5714285714,9.34814179942,39,1,7,18,12,6,12,2,1.3051447047,43,5.27395348837,0
6406,3,2,14,141,45.4609929078,19,64,26,10,3,2,4.54609929078,2.39486109739,7,1,0,10.3571428571,5.94747416805,20,0,1,18,2,1,5,1,3.75929801557,57,5.68263157895,4.0795807505
6407,3,2,5,76,45.0,4,35,17,1,0,0,4.5,1.95618676682,4,1,1,15.2,8.97552226893,26,0,9,27,2,2,6,2,0.503486220745,33,6.38606060606,1.22332308443
6408,3,3,14,219,43.7899543379,23,76,44,13,5,2,4.37899543379,2.35549657691,9,5,1,15.6428571429,9.35496157782,25,1,3,22,9,4,15,3,3.10491450738,61,5.85557377049,3.80834355476
6409,3,2,6,66,48.1818181818,4,29,18,7,2,1,4.81818181818,2.55348383983,3,0,0,11.1666666667,2.91070819943,13,0,4,11,4,2,8,1,0.579832906677,26,6.225,0
6410,3,3,9,233,43.8197424893,18,87,41,15,5,3,4.38197424893,2.40061440757,8,6,5,25.8888888889,12.9137690896,31,2,4,23,4,1,14,1,3.91930061402,81,5.81259259259,3.80834355476
6411,3,1,3,31,39.6774193548,0,7,4,0,0,0,3.96774193548,1.68293139032,1,1,0,10.3333333333,6.84754619472,14,0,2,5,3,1,3,0,0.295654013476,13,5.30692307692,0
6412,3,1,6,188,36.329787234,4,41,11,0,0,0,3.6329787234,1.43611837936,5,3,3,31.3333333333,25.2762514802,59,2,2,27,14,5,23,5,3.69046906277,80,4.985625,6.66460122083
6413,3,2,5,74,45.0,0,30,20,4,1,0,4.5,2.3481266214,4,3,0,14.8,7.78203058334,31,1,3,24,1,3,7,1,0.889426464186,26,6.63730769231,1.83498462665
6414,3,1,7,68,41.6176470588,5,21,11,4,1,0,4.16176470588,2.26333721456,3,1,0,9.71428571429,6.22699849077,24,0,8,18,5,1,9,1,1.56554851525,21,5.5019047619,1.90417177738
6415,3,2,8,100,47.5,8,45,23,6,1,0,4.75,2.23550324256,4,2,1,12.625,8.65935188106,14,1,2,11,3,1,6,1,3.29961706207,44,6.0675,2.5158333196
6416,3,1,2,36,40.0,0,11,6,0,0,0,4.0,1.788854382,2,1,0,18.0,7.0,17,2,2,7,3,0,3,0,0.64074714882,12,5.4225,0
6417,3,3,9,272,42.6838235294,27,101,55,13,2,1,4.26838235294,2.27079004103,8,6,5,30.4444444444,24.9270540717,17,1,2,15,4,2,6,2,5.28658831581,92,6.09293478261,0
6418,3,2,12,137,48.8321167883,10,66,32,9,4,2,4.88321167883,2.42252206155,9,1,0,11.6666666667,5.97680702568,18,0,5,17,0,2,14,0,1.91587349897,53,5.88320754717,0
6419,3,3,10,207,45.1690821256,9,86,47,11,3,0,4.51690821256,2.27661264859,9,9,2,20.7,7.38985791474,21,0,2,17,9,2,12,2,3.12933614549,84,5.82964285714,6.5954140701
6420,3,1,5,56,36.9642857143,3,13,5,2,0,0,3.69642857143,1.73645032761,2,1,0,11.2,6.91086101727,18,0,4,9,6,4,10,1,0.708916945656,19,5.27684210526,2.85625766607
6421,3,1,2,57,39.298245614,0,18,8,1,0,0,3.9298245614,1.99874647434,1,1,1,28.5,28.5,24,0,1,12,6,1,10,0,1.17267788695,18,5.45333333333,0
6422,3,1,2,20,42.5,0,8,4,1,0,0,4.25,2.19748660256,1,1,0,10.0,10.0,7,2,0,4,0,2,6,0,0.346376743249,6,6.22166666667,1.2579166598
6423,3,3,5,115,41.0434782609,17,37,20,3,2,0,4.10434782609,2.12079889384,4,2,1,23.0,21.5313724597,12,1,0,9,4,1,7,2,5.17867420977,35,5.73514285714,0
6424,3,2,10,129,45.9689922481,7,59,29,8,0,0,4.59689922481,2.18488908416,6,3,0,13.0,6.41872261435,26,0,3,18,3,4,16,0,1.64128994812,47,5.86914893617,5.98375252788
6425,3,2,6,59,41.186440678,6,20,7,2,0,0,4.1186440678,1.82968572544,1,1,1,10.0,9.45163125251,15,0,2,10,5,4,5,1,0.827314262357,21,5.62380952381,0
6426,3,2,9,89,45.5056179775,6,35,21,5,1,0,4.55056179775,2.13739027339,6,0,0,10.0,4.94413232473,19,0,6,17,3,3,15,0,1.35849810201,35,5.648,6.66460122083
6427,3,1,5,88,46.9318181818,8,38,15,7,4,0,4.69318181818,2.3555166578,5,3,0,17.6,4.8,16,0,4,15,2,1,5,1,0.92537302904,34,5.79117647059,0
6428,3,2,3,62,46.6129032258,1,28,13,4,1,0,4.66129032258,2.24662623846,2,2,1,20.6666666667,17.152907107,25,0,4,15,1,1,11,0,0.464916249663,26,5.48307692308,0
6429,3,1,8,79,43.9240506329,9,33,13,1,0,0,4.39240506329,1.82867278142,3,0,0,9.875,5.53257399408,14,0,1,16,0,1,3,1,1.07534616853,30,4.88966666667,0
6430,3,1,5,65,47.0769230769,1,28,20,3,1,0,4.70769230769,2.36988315194,3,1,0,13.0,8.07465169527,25,0,7,24,2,0,5,1,0.867403914082,18,7.04722222222,0.917492313324
6431,3,1,7,60,41.6666666667,4,22,10,1,0,0,4.16666666667,1.95861129173,3,0,0,8.57142857143,4.16986271981,18,1,4,14,6,4,12,1,1.1295100269,21,5.76571428571,0
6432,3,3,20,173,40.6358381503,4,53,25,10,2,1,4.06358381503,2.2980028969,8,0,0,8.7,3.78285606388,44,4,11,28,26,5,29,3,3.414607209,61,5.11852459016,5.71251533214
6433,3,2,9,130,44.0,4,50,21,9,0,0,4.4,2.129890633,8,3,0,14.4444444444,6.65183535426,38,0,7,28,8,3,12,3,1.76002911929,50,5.2632,0
6434,3,2,7,122,45.5737704918,12,53,29,8,3,0,4.55737704918,2.45639385059,6,3,1,17.7142857143,9.2537912804,0,0,0,0,0,0,0,0,1.99274999827,43,5.4911627907,0
6435,3,1,3,43,43.7209302326,5,15,9,3,2,0,4.37209302326,2.42038225842,1,1,1,14.3333333333,14.9740516301,4,0,0,3,0,0,1,0,1.88228536903,16,5.37625,0
6436,3,2,6,78,41.2820512821,3,29,11,0,0,0,4.12820512821,1.84009439593,5,1,0,13.0,6.42910050733,32,0,5,20,3,5,11,1,1.23473325966,31,5.48774193548,0
6437,3,2,3,67,42.5373134328,4,24,15,2,1,0,4.25373134328,2.2111513769,3,2,2,22.3333333333,7.31816613337,10,0,2,8,3,1,3,1,1.02468407647,21,5.29428571429,1.90417177738
6438,3,1,4,81,43.4567901235,4,35,12,3,0,0,4.34567901235,2.01345780827,3,2,2,20.25,12.9687123493,14,0,0,11,6,2,13,1,1.22562286681,29,5.80068965517,0
6439,3,1,6,101,44.0594059406,2,36,24,7,1,0,4.40594059406,2.34170116719,5,4,1,16.8333333333,8.59101597924,37,0,1,19,14,2,21,3,1.37144074244,37,6.08891891892,0
6440,3,1,6,67,38.0597014925,4,19,8,2,0,0,3.80597014925,1.87680261607,4,1,0,11.1666666667,6.46572158042,12,0,5,7,5,3,8,0,1.40491028946,13,5.12692307692,4.76042944345
6441,3,3,8,171,43.5087719298,8,76,23,3,1,0,4.35087719298,1.89262868615,6,5,3,21.375,11.3791201329,17,2,0,13,5,3,11,1,4.15574226399,70,5.92557142857,2.85625766607
6442,3,1,5,56,39.2857142857,1,20,7,1,0,0,3.92857142857,1.88638319502,2,1,0,11.2,8.28009661779,22,1,5,10,5,1,6,0,1.37770548681,21,5.15285714286,0
6443,3,2,6,148,43.4459459459,10,54,33,8,2,0,4.34459459459,2.31737840925,4,2,2,24.6666666667,30.3626232215,14,0,2,11,0,1,2,0,2.61818867456,49,6.16979591837,1.52915385554
6444,3,3,10,140,45.5714285714,8,56,26,15,3,1,4.55714285714,2.47947380288,6,2,1,14.1,7.95550124128,8,0,3,7,2,2,7,1,2.45356348966,52,5.42903846154,3.80834355476
6445,3,3,7,165,47.5757575758,13,74,41,13,6,2,4.75757575758,2.49181957993,6,4,3,23.7142857143,14.5672262848,5,0,0,3,0,1,3,1,2.66511182098,64,5.601875,1.83498462665
6446,3,3,10,135,38.0,4,35,15,2,0,0,3.8,1.75686287575,6,3,1,13.5,8.04052237109,50,0,6,32,14,5,16,3,1.85775616032,47,5.08255319149,0
6447,3,2,8,103,43.1067961165,6,39,18,4,0,0,4.31067961165,2.01965404829,6,2,0,13.0,6.2449979984,3,0,0,32,1,1,0,1,1.47909445961,45,4.99955555556,0
6448,3,2,6,116,45.4310344828,8,45,31,7,2,0,4.54310344828,2.41873931007,4,1,1,19.5,19.2505411179,10,1,0,9,0,3,1,0,1.31866280216,41,5.8287804878,4.0795807505
6449,3,0,2,10,29.0,0,2,0,0,0,0,2.9,1.19721899974,0,0,0,5.0,5.0,3,0,0,0,3,0,2,0,0.192879750885,2,4.375,0
6450,3,2,6,112,39.375,3,39,12,3,0,0,3.9375,1.86615782962,4,3,2,18.6666666667,10.9797793947,32,2,8,27,9,9,19,3,2.5962399287,38,5.57184210526,2.85625766607
6451,3,1,4,47,42.7659574468,6,17,11,3,1,0,4.27659574468,2.46454976627,2,2,1,11.75,11.0538454847,19,0,0,13,3,2,6,0,1.53754306084,10,6.321,1.90417177738
6452,3,1,4,65,41.5384615385,3,24,8,3,1,0,4.15384615385,1.97033284966,3,3,0,16.25,9.49670995661,18,0,0,15,2,2,4,2,0.930954742053,30,5.66766666667,0
6453,3,1,4,117,40.5982905983,5,33,17,3,0,0,4.05982905983,1.80655224254,2,2,2,29.25,28.1191660616,42,3,6,22,12,4,16,4,1.31865614912,41,5.57487804878,3.80834355476
6454,3,2,3,27,41.4814814815,4,10,5,0,0,0,4.14814814815,1.89541356769,2,0,0,9.0,6.68331255192,11,0,1,7,2,0,6,0,0.558379003356,7,5.74142857143,0
6455,3,3,11,193,47.5647668394,6,84,53,21,5,1,4.75647668394,2.60363768375,9,6,3,17.5454545455,8.1727222166,73,3,11,53,12,7,24,1,2.24503472901,69,6.27855072464,1.22332308443
6456,3,1,4,41,39.756097561,2,10,6,1,0,0,3.9756097561,1.76759447948,1,1,0,10.25,8.67107259801,12,1,1,10,3,2,9,2,0.683705489584,13,6.12153846154,0.611661542216
6457,3,2,6,137,42.5547445255,11,54,24,5,1,0,4.25547445255,2.072328887,5,3,2,22.8333333333,16.0874347102,21,0,4,16,4,0,4,1,1.60358681375,46,5.67434782609,1.22332308443
6458,3,1,7,76,41.0526315789,1,24,8,2,0,0,4.10526315789,1.82996500781,4,0,0,10.8571428571,6.01019541942,21,2,2,12,5,5,12,0,1.59785424819,18,5.73111111111,2.85625766607
6459,3,2,5,71,43.0985915493,4,26,12,4,0,0,4.30985915493,2.16855151983,4,1,0,14.2,7.35934779719,20,0,5,11,4,1,7,1,1.3677769095,30,5.521,0
6460,3,2,14,168,40.5952380952,8,55,25,5,1,0,4.05952380952,2.03473543117,10,2,1,12.0,6.9178857216,51,1,14,44,18,8,25,2,2.86528462315,58,6.26465517241,5.03166663919
6461,3,2,6,66,42.7272727273,1,24,9,2,0,0,4.27272727273,1.90985665628,4,0,0,11.0,5.47722557505,22,1,5,17,4,5,9,0,0.681354225641,20,5.5495,2.85625766607
6462,3,3,5,73,40.9589041096,3,24,12,1,1,0,4.09589041096,2.02185547045,4,2,0,14.6,8.59302042358,24,0,4,18,3,1,5,0,1.01784759765,20,6.116,2.8216640907
6463,3,3,9,104,45.4807692308,10,40,17,10,6,3,4.54807692308,2.9358176701,4,2,0,11.5555555556,6.32650704244,21,2,5,13,8,2,9,0,3.08701014526,40,5.45775,0
6464,3,1,5,64,38.90625,3,12,8,1,0,0,3.890625,1.71933161155,3,2,0,12.8,7.93473376995,8,0,2,4,3,0,2,1,0.716124286929,25,5.1136,0.917492313324
6465,3,2,6,80,46.5,0,32,21,4,1,1,4.65,2.37124119611,4,3,0,13.3333333333,7.97217382873,33,0,4,20,1,7,8,2,1.17152103572,30,7.16366666667,1.22332308443
6466,3,2,7,126,39.5238095238,12,34,16,4,0,0,3.95238095238,1.96715893758,6,4,2,18.0,9.4264066779,19,1,4,6,10,4,10,1,2.36823923399,35,5.42171428571,0
6467,3,1,6,81,39.3827160494,3,24,9,4,0,0,3.93827160494,2.04539531028,2,2,1,13.6666666667,9.91071249821,16,1,1,12,4,0,6,2,1.53101154436,27,5.57814814815,2.85625766607
6468,3,2,6,76,45.3947368421,7,28,18,9,1,0,4.53947368421,2.61503748589,5,1,0,12.8333333333,6.54259547546,11,0,2,7,1,1,5,0,1.25949119178,29,5.61310344828,0
6469,3,1,4,81,41.6049382716,8,29,14,2,1,1,4.16049382716,2.05217439636,3,2,2,20.25,12.930100541,17,0,1,14,5,2,10,2,1.24142150558,22,5.04636363636,0
6470,3,2,7,112,44.375,10,45,27,6,2,0,4.4375,2.47066118006,6,3,0,16.2857142857,7.04504457482,0,0,0,0,0,0,0,0,2.63898953232,36,6.42055555556,0.917492313324
6471,3,1,5,74,38.9189189189,2,24,11,0,0,0,3.89189189189,1.91295201529,4,1,1,14.8,8.97552226893,10,0,1,5,4,0,6,3,1.0891648365,24,5.40333333333,0
6472,3,3,15,188,50.1595744681,15,96,57,17,6,2,5.01595744681,2.6436809208,9,5,0,12.8,7.91791218272,20,0,2,20,8,3,13,2,2.66826922939,68,6.41117647059,4.38541152161
6473,3,2,4,60,43.6666666667,3,23,14,3,0,0,4.36666666667,2.29934896215,3,1,1,15.0,12.6688594593,25,1,1,19,4,1,7,2,0.884361566329,19,6.18263157895,0.611661542216
6474,3,2,16,177,44.9152542373,15,75,36,11,2,1,4.49152542373,2.31869537198,9,2,0,11.25,6.48556088554,46,0,6,28,14,8,26,1,3.66161244606,60,5.93416666667,5.03166663919
6475,3,1,6,51,37.2549019608,3,13,3,1,0,0,3.72549019608,1.7329562184,2,0,0,8.5,6.42261628933,7,1,5,4,4,5,6,0,0.854485864878,18,5.33555555556,1.90417177738
6476,3,3,13,176,40.2272727273,5,57,25,3,0,0,4.02272727273,1.90023921939,7,3,1,13.5384615385,7.04507885653,53,0,12,42,25,9,30,4,2.5758084435,73,5.38575342466,10.4383512002
6477,3,2,5,83,43.734939759,6,32,17,6,2,0,4.3734939759,2.44804971342,3,2,1,16.6,12.419339757,3,0,0,3,2,0,1,0,1.18701359637,29,5.49965517241,1.90417177738
6478,3,3,13,198,43.6363636364,8,81,34,17,1,0,4.36363636364,2.25507682382,9,4,3,15.3846153846,7.9569849483,41,3,7,21,10,10,18,2,3.29086147533,67,5.47492537313,0
6479,3,0,1,28,42.1428571429,3,13,6,0,0,0,4.21428571429,2.21705749031,1,1,1,28.0,0.0,0,0,0,0,0,0,0,0,0.741673027689,6,5.05833333333,1.90417177738
6480,3,2,12,177,41.8079096045,8,61,29,5,4,1,4.18079096045,2.35030787305,10,3,1,14.9166666667,6.49946579001,42,2,7,21,9,9,9,1,3.35884935133,64,5.42375,1.52915385554
6481,3,1,4,34,38.2352941176,1,8,4,2,2,1,3.82352941176,2.5402289116,1,1,0,8.5,7.36545993133,13,2,0,3,7,1,6,1,1.06502494649,10,4.982,0
6482,3,1,1,37,43.5135135135,0,13,5,4,0,0,4.35135135135,2.09783242918,1,1,1,37.0,0.0,15,0,1,11,2,0,8,0,0.185684923916,14,5.36571428571,0
6483,3,3,18,275,45.4909090909,18,105,56,22,12,1,4.54909090909,2.48652373112,13,6,1,15.6111111111,7.9172027109,41,1,12,28,7,5,13,2,3.86234316896,96,5.71322916667,15.1641870683
6484,3,3,10,179,42.625698324,7,59,36,11,3,0,4.2625698324,2.27425653721,8,3,2,17.9,9.6067684473,44,1,7,36,8,8,20,2,3.0250514663,60,5.78766666667,8.15916150101
6485,3,3,12,253,44.4268774704,17,96,57,18,4,1,4.44268774704,2.46597397958,11,6,3,21.0833333333,9.4732811399,46,0,12,32,7,4,11,0,3.93437601249,96,5.965625,2.75247693997
6486,3,2,5,87,42.7586206897,4,32,17,3,0,0,4.27586206897,2.10585924115,4,2,1,17.4,11.3771701227,24,0,3,12,9,3,16,1,1.90766079442,36,5.81111111111,6.63000764547
6487,3,3,7,148,45.0675675676,8,61,34,13,1,0,4.50675675676,2.42575921665,5,4,2,21.1428571429,14.3270829593,5,0,1,3,3,1,6,1,2.52134313501,61,6.38836065574,2.85625766607
6488,3,1,5,75,43.3333333333,6,26,19,3,0,0,4.33333333333,2.18924479965,4,2,1,15.2,9.19565114606,0,0,0,0,0,0,0,0,1.27680290464,24,5.61875,2.85625766607
6489,3,2,5,101,39.702970297,3,34,13,5,0,0,3.9702970297,2.05161129625,4,2,1,20.2,16.2653004891,16,0,3,10,8,5,8,1,1.51289020468,26,5.34423076923,3.80834355476
6490,3,1,4,45,42.8888888889,0,19,5,0,0,0,4.28888888889,1.54658306984,3,0,0,11.25,6.53356717269,10,0,3,12,4,7,8,0,0.381847163543,21,5.55428571429,0.611661542216
6491,3,3,10,194,45.5670103093,11,82,47,12,4,1,4.55670103093,2.36542045541,9,5,3,19.7,9.82903861016,20,0,4,15,6,5,9,2,4.58972641763,71,6.4185915493,2.75247693997
6492,3,2,7,85,48.3529411765,4,38,25,6,2,0,4.83529411765,2.42431658914,5,0,0,12.1428571429,5.59153879737,24,1,3,19,6,5,14,0,1.00003568946,30,5.82733333333,3.7737499794
6493,3,2,7,102,46.2745098039,8,41,23,5,2,0,4.62745098039,2.21570259571,6,2,0,14.5714285714,6.77932029583,28,0,3,17,6,0,16,1,1.56197071432,41,5.66853658537,4.72583586809
6494,3,3,3,64,44.53125,3,26,11,4,1,0,4.453125,2.16706727066,2,2,1,21.3333333333,16.7796172649,22,1,5,16,4,4,9,1,0.912812945613,26,6.12576923077,2.5158333196
6495,3,2,6,69,46.231884058,10,32,13,9,1,0,4.6231884058,2.61838213,2,1,1,11.5,12.3389626793,3,0,0,3,1,0,2,0,4.36841111842,21,6.66333333333,0
6496,3,1,6,71,49.7183098592,9,30,21,9,1,1,4.97183098592,2.6563768611,4,1,0,12.0,6.45497224368,10,0,3,11,3,1,5,2,1.0852299315,31,6.00677419355,0.917492313324
6497,3,2,8,101,44.0594059406,9,39,20,4,1,0,4.40594059406,2.23238983075,6,1,0,13.0,6.204836823,5,0,0,4,1,1,2,0,1.56311868726,32,7.4134375,0.917492313324
6498,3,2,6,77,42.0779220779,6,28,13,3,0,0,4.20779220779,2.04770514902,4,1,0,12.8333333333,7.73340517208,11,0,2,7,7,1,7,1,1.1639467913,19,6.63421052632,0
6499,3,1,3,59,41.8644067797,2,22,11,1,0,0,4.18644067797,2.06343015616,2,2,1,19.6666666667,9.0308114561,17,0,0,15,8,2,13,1,0.842165641566,25,5.618,0
6500,3,2,5,74,39.4594594595,1,26,9,2,0,0,3.94594594595,1.93661116168,3,1,1,14.8,11.2142766151,29,2,4,15,5,3,16,0,1.65416493059,15,5.63133333333,3.80834355476
6501,3,1,5,64,40.3125,4,19,10,3,1,0,4.03125,2.17466472512,4,1,0,12.8,8.08455317256,12,0,6,10,5,1,5,1,1.19090601157,18,5.37,3.80834355476
6502,3,2,10,107,42.6168224299,2,43,19,4,0,0,4.26168224299,2.04356536659,5,0,0,10.7,5.36749476013,29,0,6,15,9,2,15,0,1.65230881326,43,5.62255813953,5.71251533214
6503,3,2,5,70,43.0,5,27,16,2,1,1,4.3,2.3365402393,3,2,1,14.2,9.76524449259,13,0,1,16,2,0,5,0,1.4652591498,23,6.04130434783,2.5158333196
6504,3,1,9,104,41.6346153846,4,31,15,6,0,0,4.16346153846,2.04849258773,6,2,0,11.6666666667,6.48074069841,18,0,8,9,4,1,9,2,2.1760577052,39,5.28435897436,2.85625766607
6505,3,3,10,133,43.7593984962,4,52,25,10,2,0,4.37593984962,2.26502225476,7,3,1,13.3,7.95047168412,35,2,9,23,16,8,20,5,1.67016231147,55,5.83690909091,0
6506,3,1,5,44,37.7272727273,4,12,6,1,0,0,3.77272727273,1.93935539955,3,0,0,8.8,4.95580467735,18,0,3,12,3,2,6,0,0.921441988378,9,7.50777777778,0
6507,3,3,11,191,43.9790575916,6,69,44,9,3,1,4.39790575916,2.3325603307,9,7,2,17.5454545455,7.76195425678,39,0,8,30,4,6,13,1,3.366709539,67,5.91552238806,5.71251533214
6508,3,2,7,106,44.0566037736,10,40,19,6,1,0,4.40566037736,2.15485410792,5,3,1,15.4285714286,9.70798114745,7,0,1,4,0,1,3,0,2.42012066846,36,5.67583333333,0
6509,3,1,4,69,40.0,4,22,15,2,0,0,4.0,2.26222170859,3,2,1,17.25,12.6959639256,5,0,0,2,2,1,1,0,1.78108501567,26,6.19730769231,0.917492313324
6510,3,2,6,66,44.5454545455,1,26,14,0,0,0,4.45454545455,1.87437635316,3,1,0,11.1666666667,6.76798016808,25,0,0,21,4,4,10,2,1.57387454858,35,5.30371428571,0.917492313324
6511,3,2,9,97,44.8453608247,5,34,22,4,2,0,4.48453608247,2.25052494831,5,0,0,10.7777777778,4.84831649539,26,1,3,19,5,1,10,2,1.18651660873,42,5.95452380952,3.80834355476
6512,3,3,16,194,40.8762886598,3,71,30,6,2,0,4.08762886598,2.01228134561,10,2,1,12.125,6.6790250037,53,2,5,37,17,9,21,3,2.79777406638,78,5.48692307692,0
6513,3,2,5,72,49.1666666667,5,31,21,8,4,1,4.91666666667,2.86184221177,3,2,0,14.6,8.93532316148,3,0,0,3,1,1,1,0,1.32979309726,21,5.48333333333,0
6514,3,1,7,57,39.649122807,2,20,10,1,0,0,3.9649122807,2.06124886105,2,0,0,8.14285714286,3.79580864445,23,0,6,14,4,2,7,1,0.993573023455,13,6.81846153846,0
